0	0:00:00.030123
100000	0:00:16.492432
200000	0:00:31.416228
300000	0:00:46.227431
400000	0:00:59.919762
500000	0:01:15.473948
600000	0:01:31.718389
700000	0:01:46.451914
800000	0:01:59.868350
900000	0:02:16.184176
1000000	0:02:34.468560
1100000	0:02:47.231775
1200000	0:03:02.912732
1300000	0:03:17.440878
1400000	0:03:28.201583
1500000	0:03:45.266575
1600000	0:03:57.130846
1700000	0:04:11.234960
1800000	0:04:28.476525
1900000	0:04:43.394379
2000000	0:04:58.816773
2100000	0:05:17.331992
2200000	0:05:34.365713
2300000	0:05:43.913493
2400000	0:06:01.561463
2500000	0:06:18.248019
2600000	0:06:38.498093
2700000	0:06:55.232025
2800000	0:07:11.195658
2900000	0:07:29.486668
3000000	0:07:47.016759
3100000	0:08:02.819575
3200000	0:08:13.528067
3300000	0:08:29.594895
3400000	0:08:48.185347
3500000	0:09:01.568695
3600000	0:09:18.669001
3700000	0:09:34.332069
3800000	0:09:51.026117
3900000	0:10:05.352736
4000000	0:10:21.476788
4100000	0:10:37.327645
4200000	0:10:55.122088
4300000	0:11:09.102072
4400000	0:11:23.591103
4500000	0:11:37.292347
4600000	0:11:55.118807
4700000	0:12:13.692388
4800000	0:12:29.639805
4900000	0:12:44.745621
5000000	0:12:57.349708
5100000	0:13:17.565812
5200000	0:13:31.304588
5300000	0:13:40.204299
5400000	0:13:56.404988
5500000	0:14:12.417520
5600000	0:14:26.662587
5700000	0:14:40.457772
5800000	0:15:01.425612
5900000	0:15:17.373431
6000000	0:15:27.525144
6100000	0:15:43.063872
6200000	0:15:58.453668
6300000	0:16:13.782088
6400000	0:16:31.755826
6500000	0:16:47.389062
6600000	0:16:59.225872
6700000	0:17:11.775375
6800000	0:17:25.967116
6900000	0:17:41.840463
7000000	0:17:57.943673
7100000	0:18:10.894344
7200000	0:18:24.466191
7300000	0:18:35.962645
7400000	0:18:52.735776
7500000	0:19:06.309398
7600000	0:19:20.442575
7700000	0:19:32.714479
7800000	0:19:50.570498
7900000	0:20:09.527802
8000000	0:20:27.475588
8100000	0:20:46.308089
8200000	0:20:59.184538
8300000	0:21:14.360070
8400000	0:21:27.415832
8500000	0:21:40.700103
8600000	0:21:53.963570
8700000	0:22:06.496205
8800000	0:22:27.590449
8900000	0:22:39.566448
9000000	0:22:55.510899
9100000	0:23:08.026389
9200000	0:23:27.056379
9300000	0:23:47.208328
9400000	0:24:06.632971
9500000	0:24:21.140743
9600000	0:24:39.570210
9700000	0:25:00.884428
9800000	0:25:17.878654
9900000	0:25:35.817380
10000000	0:25:54.828770
10100000	0:26:10.802390
10200000	0:26:25.952688
10300000	0:26:42.633762
10400000	0:26:57.977007
10500000	0:27:15.202142
10600000	0:27:29.164451
10700000	0:27:45.514464
10800000	0:28:01.374447
10900000	0:28:17.192354
11000000	0:28:29.201952
11100000	0:28:46.614246
11200000	0:28:58.336794
11300000	0:29:13.857465
11400000	0:29:29.106864
11500000	0:29:45.349704
11600000	0:29:58.365069
11700000	0:30:08.587604
11800000	0:30:24.332300
11900000	0:30:40.629718
12000000	0:30:56.273490
12100000	0:31:08.674532
12200000	0:31:23.455791
12300000	0:31:36.422346
12400000	0:31:54.460431
12500000	0:32:07.847455
12600000	0:32:22.013019
12700000	0:32:37.856057
12800000	0:32:45.907645
12900000	0:32:55.194438
13000000	0:33:01.578277
13100000	0:33:07.563454
13200000	0:33:16.586063
13300000	0:33:26.029314
13400000	0:33:34.373133
13500000	0:33:42.439686
13600000	0:33:51.197024
13700000	0:33:59.250449
13800000	0:34:08.683847
13900000	0:34:18.635814
14000000	0:34:27.892130
14100000	0:34:34.802214
14200000	0:34:43.930614
14300000	0:34:53.545398
14400000	0:34:59.964660
14500000	0:35:10.308140
14600000	0:35:18.408871
14700000	0:35:26.469010
14800000	0:35:34.353682
14900000	0:35:43.842219
15000000	0:35:54.228130
15100000	0:36:05.193997
15200000	0:36:12.047057
15300000	0:36:26.403036
15400000	0:36:37.142638
15500000	0:36:46.782227
15600000	0:36:57.771777
