15700000	0:37:08.782253
15800000	0:37:17.782886
15900000	0:37:26.879174
16000000	0:37:37.263412
16100000	0:37:44.785271
16200000	0:37:56.475579
16300000	0:38:05.636364
16400000	0:38:12.862774
16500000	0:38:18.908074
16600000	0:38:27.940226
16700000	0:38:33.948084
16800000	0:38:43.795634
16900000	0:38:50.061893
17000000	0:39:02.322893
17100000	0:39:08.442346
17200000	0:39:19.562348
17300000	0:39:25.647428
17400000	0:39:34.770939
17500000	0:39:43.618061
17600000	0:39:59.105198
17700000	0:40:13.363444
17800000	0:40:21.476027
17900000	0:40:27.588002
18000000	0:40:33.616196
18100000	0:40:43.622731
18200000	0:40:52.313574
18300000	0:40:59.315287
18400000	0:41:06.583001
18500000	0:41:22.491095
18600000	0:41:38.703445
18700000	0:41:53.065340
18800000	0:42:10.257193
18900000	0:42:23.114470
19000000	0:42:37.054645
19100000	0:42:52.429508
19200000	0:43:04.818530
19300000	0:43:22.395191
19400000	0:43:37.048999
19500000	0:43:52.641274
19600000	0:44:05.621730
19700000	0:44:25.560686
19800000	0:44:38.967841
19900000	0:44:55.841136
20000000	0:45:05.229502
20100000	0:45:23.517949
20200000	0:45:36.580103
20300000	0:45:47.693713
20400000	0:46:03.549226
20500000	0:46:15.757556
20600000	0:46:30.523692
20700000	0:46:46.740765
20800000	0:46:59.686853
20900000	0:47:14.862182
21000000	0:47:26.251009
21100000	0:47:41.362213
21200000	0:47:56.207275
21300000	0:48:10.993019
21400000	0:48:24.293211
21500000	0:48:39.506879
21600000	0:48:52.364605
21700000	0:49:05.881203
21800000	0:49:22.591449
21900000	0:49:37.371964
22000000	0:49:48.249801
22100000	0:49:54.719041
22200000	0:50:03.993691
22300000	0:50:12.744737
22400000	0:50:21.516713
22500000	0:50:31.880824
22600000	0:50:38.258912
22700000	0:50:47.915190
22800000	0:50:56.977058
22900000	0:51:06.446815
23000000	0:51:14.516354
23100000	0:51:22.575704
23200000	0:51:31.794001
23300000	0:51:41.825031
23400000	0:51:55.082307
23500000	0:52:12.875256
23600000	0:52:25.624398
23700000	0:52:44.103156
23800000	0:53:01.626233
23900000	0:53:17.231588
24000000	0:53:33.297654
24100000	0:53:53.841554
24200000	0:54:09.927691
24300000	0:54:23.577579
24400000	0:54:40.646878
24500000	0:55:01.304495
24600000	0:55:18.933977
24700000	0:55:33.194968
24800000	0:55:46.759073
24900000	0:56:01.733444
25000000	0:56:18.742784
25100000	0:56:33.620853
25200000	0:56:53.246690
25300000	0:57:08.160626
25400000	0:57:28.169986
25500000	0:57:43.486634
25600000	0:58:03.518887
25700000	0:58:21.997747
25800000	0:58:40.586432
25900000	0:58:54.919267
26000000	0:59:09.576412
26100000	0:59:26.217577
26200000	0:59:45.346599
26300000	1:00:01.892825
26400000	1:00:19.038048
26500000	1:00:35.297656
26600000	1:00:49.482383
26700000	1:01:07.861673
26800000	1:01:26.699007
26900000	1:01:41.508728
27000000	1:01:59.570923
27100000	1:02:20.168707
27200000	1:02:34.846432
27300000	1:02:52.763099
27400000	1:03:08.195256
27500000	1:03:25.818384
27600000	1:03:43.624368
27700000	1:03:59.812010
27800000	1:04:16.358475
27900000	1:04:33.884488
28000000	1:04:53.003816
28100000	1:05:06.364682
28200000	1:05:20.683857
28300000	1:05:36.351884
28400000	1:05:53.024677
28500000	1:06:05.518555
28600000	1:06:22.582266
28700000	1:06:36.243981
28800000	1:06:54.731150
28900000	1:07:09.868638
29000000	1:07:25.769435
29100000	1:07:42.961480
29200000	1:07:58.750913
29300000	1:08:13.677113
29400000	1:08:28.488047
29500000	1:08:43.770997
29600000	1:08:56.394381
29700000	1:09:15.450808
29800000	1:09:33.583409
29900000	1:09:46.799673
30000000	1:10:06.601673
30100000	1:10:25.014252
30200000	1:10:40.473547
30300000	1:10:53.318754
30400000	1:11:15.938341
30500000	1:11:29.912377
30600000	1:11:46.137974
30700000	1:12:02.226590
30800000	1:12:21.135110
30900000	1:12:34.831060
31000000	1:12:49.323942
31100000	1:13:05.933447
31200000	1:13:21.425317
31300000	1:13:34.913806
31400000	1:13:52.182731
31500000	1:14:09.847723
31600000	1:14:25.805772
31700000	1:14:38.615480
31800000	1:14:53.063639
31900000	1:15:12.444464
32000000	1:15:32.223010
32100000	1:15:52.724836
32200000	1:16:09.731337
32300000	1:16:27.515210
32400000	1:16:46.309851
32500000	1:17:02.555333
32600000	1:17:25.102058
32700000	1:17:45.922235
32800000	1:18:03.773494
32900000	1:18:20.529651
33000000	1:18:37.951554
33100000	1:18:59.758669
33200000	1:19:16.175575
33300000	1:19:36.184482
33400000	1:19:50.582522
33500000	1:20:11.130956
33600000	1:20:26.575984
33700000	1:20:45.788038
33800000	1:21:04.535403
33900000	1:21:21.773893
34000000	1:21:38.505002
34100000	1:22:01.313408
34200000	1:22:18.863138
34300000	1:22:36.931711
34400000	1:22:57.754126
34500000	1:23:14.856481
34600000	1:23:28.220378
34700000	1:23:41.990968
34800000	1:23:59.912632
34900000	1:24:19.618142
35000000	1:24:33.827868
35100000	1:24:54.709711
35200000	1:25:12.106829
35300000	1:25:25.580528
35400000	1:25:44.094679
35500000	1:25:58.908405
35600000	1:26:18.316349
35700000	1:26:36.487280
35800000	1:26:57.395924
35900000	1:27:12.302124
36000000	1:27:26.553339
36100000	1:27:43.340196
36200000	1:28:02.792954
36300000	1:28:19.798492
36400000	1:28:35.226835
36500000	1:28:54.293274
36600000	1:29:13.170537
36700000	1:29:29.361166
36800000	1:29:47.368670
36900000	1:30:04.899509
37000000	1:30:20.956176
37100000	1:30:34.890039
37200000	1:30:50.692128
37300000	1:31:10.185289
37400000	1:31:25.264718
37500000	1:31:43.574467
37600000	1:31:59.955736
37700000	1:32:17.372567
37800000	1:32:34.796120
37900000	1:32:47.550805
38000000	1:33:04.841542
38100000	1:33:19.868123
38200000	1:33:37.121958
38300000	1:33:58.634049
38400000	1:34:16.689534
38500000	1:34:35.993342
38600000	1:34:53.882357
38700000	1:35:07.089945
38800000	1:35:22.806708
38900000	1:35:41.491492
39000000	1:35:59.948157
39100000	1:36:13.081232
39200000	1:36:29.366449
39300000	1:36:35.956933
39400000	1:36:45.663688
39500000	1:36:53.499556
39600000	1:36:59.780504
39700000	1:37:11.904539
39800000	1:37:18.103434
39900000	1:37:25.347074
40000000	1:37:39.367187
40100000	1:37:45.402026
40200000	1:37:54.088156
40300000	1:38:10.484005
40400000	1:38:27.468147
